"","entry_nr","entry_date","entry_id","tournament","url","player","placement","character"
"13635",831,2019-04-16,"831-1","Smash Norte ","https://smash.gg/tournament/smash-norte-1/events/ultimate-singles/overview
"," Necro ",4,"Mario"
"13678",838,2019-04-20,"838-1","Pink City Clash #4 ",NA," Yatta ",3,"Mario"
"13688",840,2019-04-21,"840-1","Ascension IV ",NA," Stroder ",1,"Mario"
"13695",840,2019-04-21,"840-1","Ascension IV ",NA," SilentRain ",7,"Mario"
"13708",842,2019-04-22,"842-1","Pound 2019 ","https://smash.gg/tournament/pound-2019/events/ultimate-singles/brackets/571619/957801
"," Ally ",1,"Mario"
"13720",842,2019-04-22,"842-1","Pound 2019 ","https://smash.gg/tournament/pound-2019/events/ultimate-singles/brackets/571619/957801
"," Dark Wizzy ",3,"Mario"
"13736",842,2019-04-22,"842-1","Pound 2019 ","https://smash.gg/tournament/pound-2019/events/ultimate-singles/brackets/571619/957801
"," ANTi ",5,"Mario"
"13850",858,2019-04-28,"858-1",NA,"https://smash.gg/tournament/regen-2019/events/ultimate-singles/brackets/457703/813437/standings 
"," EO | Shido ",7,"Mario"
"13887",860,2019-04-28,"860-1","Kings of Hali 4 ",NA," BNJA ",5,"Mario"
"13971",866,2019-05-01,"866-1","LVL Up Expo 2019 ","https://smash.gg/tournament/lvl-up-expo-2019/events/smash-ultimate-singles/overview
"," MastaMario ",4,"Mario"
"13980",866,2019-05-01,"866-1","LVL Up Expo 2019 ","https://smash.gg/tournament/lvl-up-expo-2019/events/smash-ultimate-singles/overview
"," Durdle ",3,"Mario"
"14061",873,2019-05-02,"873-1",NA,NA," Kisuke ",5,"Mario"
"14119",878,2019-05-04,"878-1","OKAY 2019 ",NA," Polaroid ",5,"Mario"
"14123",879,2019-05-04,"879-1","Mini Mini Con 2019 ","https://smash.gg/tournament/mini-mini-con-2019/events/singles/brackets/585644/976339
"," Gidy ",2,"Mario"
"14142",880,2019-05-05,"880-1","Midwest Arena ",NA," Super Dan ",3,"Mario"
"14148",880,2019-05-05,"880-2","Tamihi Room ",NA," SpamCop ",3,"Mario"
"14178",884,2019-05-06,"884-1","Thunder Smash: Winner Takes All ","https://smash.gg/tournament/thunder...-000-prize-pool-20k-1/events/singles/overview
"," Prodigy ",7,"Mario"
"14205",887,2019-05-07,"887-1","Vista Tech Those #66 ","https://gooshi.challonge.com/vtt66/standings 
"," Gomakenpi ",2,"Mario"
"14259",891,2019-05-11,"891-4","SoCal Ultimate League Season 1 Finale ","https://smash.gg/tournament/socal-u...-league-season-1-final/brackets/577154/965395
"," MastaMario ",2,"Mario"
"14299",893,2019-05-12,"893-1","Socal Ultimate League Season 1 Final ",NA," MastaMario",2,"Mario"
"14343",897,2019-05-12,"897-1",NA,"https://smash.gg/tournament/bourbon...mate-singles/brackets/541346/918040/standings
"," ChillyChilli ",5,"Mario"
"14354",898,2019-05-12,"898-1","Smashpoint ","https://smash.gg/tournament/smashpoint/events/ultimate-singles/brackets/588689/980442
"," Stroder ",1,"Mario"
"14395",900,2019-05-13,"900-1","Smash @ Fantasy Basel 2019 ",NA," Theblerton ",5,"Mario"
"14443",906,2019-05-16,"906-1","Ignition #182 ","https://urt.challonge.com/ignition182 
"," Super Dan ",4,"Mario"
"14494",914,2019-05-19,"914-1","Wanted: Season 2, Chapter 7 ",NA," Yatta ",5,"Mario"
"14497",915,2019-05-19,"915-1","Ascension V ","https://smash.gg/tournament/ascension-v/events/ultimate-single-rebuilt/overview
"," Stroder ",1,"Mario"
"14505",915,2019-05-19,"915-1","Ascension V ","https://smash.gg/tournament/ascension-v/events/ultimate-single-rebuilt/overview
"," MastaMario ",9,"Mario"
"14511",915,2019-05-19,"915-1","Ascension V ","https://smash.gg/tournament/ascension-v/events/ultimate-single-rebuilt/overview
"," Coco ",3,"Mario"
"14546",916,2019-05-19,"916-1","Stunfest 2019 ","https://smash.gg/tournament/stunfes...bros-ultimate-stunfest/brackets/590916/983316
"," Vitch ",3,"Mario"
"14581",917,2019-05-19,"917-1","Get On My Level 2019 ","https://smash.gg/tournament/get-on-...ts/smash-bros-ultimate/brackets/574629/962054
"," Gomakenpi ",7,"Mario"
"14594",917,2019-05-19,"917-1","Get On My Level 2019 ","https://smash.gg/tournament/get-on-...ts/smash-bros-ultimate/brackets/574629/962054
"," ANTi ",5,"Mario"
"14656",923,2019-05-23,"923-1","Ignition #183 ","https://urt.challonge.com/ignition183
"," Super Dan ",4,"Mario"
"14685",928,2019-05-25,"928-1","SmashLoft Ultimate Weekly #24 ","https://smash.gg/tournament/smashlo...vents/ultimate-singles/brackets/592174/985527
"," GYMP ",5,"Mario"
"14686",928,2019-05-25,"928-1","SmashLoft Ultimate Weekly #24 ","https://smash.gg/tournament/smashlo...vents/ultimate-singles/brackets/592174/985527
"," Maple ",5,"Mario"
"14770",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," Dark Wizzy ",3,"Mario"
"14802",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," GENV ",3,"Mario"
"14827",933,2019-05-26,"933-2","Combo Breaker 2019 ","https://smash.gg/tournament/combo-b...-bros-ultimate-singles/brackets/591937/985195
"," ANTi ",7,"Mario"
"14858",938,2019-05-28,"938-1","Weekly Smash Party #38 ","https://smash.gg/tournament/weekly-smash-party-38/events/special-1on1-ultimate-singles/standings "," Huto ",7,"Mario"
"14897",941,2019-05-31,"941-1","Ignition #184 ","https://urt.challonge.com/ignition184 
"," Rags ",2,"Mario"
"14915",943,2019-06-02,"943-1","HST SP 3 ","https://challonge.com/HSTSP3T
"," Nao ",4,"Mario"
"14954",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Dark Wizzy ",5,"Mario"
"14956",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Gomakenpi ",5,"Mario"
"14993",945,2019-06-02,"945-1","DreamHack Dallas 2019 ","https://smash.gg/tournament/dreamha...er-smash-bros-ultimate/brackets/594342/988480
"," ANTi ",2,"Mario"
"15011",945,2019-06-02,"945-1","DreamHack Dallas 2019 ","https://smash.gg/tournament/dreamha...er-smash-bros-ultimate/brackets/594342/988480
"," Zenyou ",7,"Mario"
"15050",946,2019-06-02,"946-1","Smash 'N' Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/events/ultimate-singles/brackets/591012/983613
"," Dark Wizzy ",5,"Mario"
"15108",948,2019-06-04,"948-2","WANTED S2 C10 ","https://smash.gg/tournament/wanted-...n/events/1-vs-1-single/brackets/599714/995695
"," Shido ",7,"Mario"
"15175",957,2019-06-09,"957-1","Crown ","https://smash.gg/tournament/crown/events/ultimate-singles/standings
"," Stroder ",1,"Mario"
"15176",957,2019-06-09,"957-1","Crown ","https://smash.gg/tournament/crown/events/ultimate-singles/standings
"," Prodigy ",2,"Mario"
"15200",960,2019-06-09,"960-1","Midwest Arcadian ","https://smash.gg/tournament/midwest-arcadian/events/ultimate-singles/standings
"," PC3X ",9,"Mario"
"15213",962,2019-06-09,"962-1","The Kid, The Goat, and the Mang0 ","https://smash.gg/tournament/the-kid-the-goat-and-the-mang0/events/ultimate-singles/standings
"," Zenyou ",7,"Mario"
"15242",966,2019-06-10,"966-1","UniSmash - 4 Elements ",NA," You ",5,"Mario"
"15248",966,2019-06-10,"966-2","Nintendo Fest 7 ",NA," Irkaz ",4,"Mario"
"15359",979,2019-06-16,"979-1","Heroes vs Villains 2019 ",NA," Irkaz ",9,"Mario"
"15377",980,2019-06-16,"980-1","SMASH at The Paramount ","https://smash.gg/tournament/smash-a...s/super-smash-bros-ultimate-singles/standings
"," ANTI ",9,"Mario"
"15389",981,2019-06-16,"981-1","Guardian I ","https://smash.gg/tournament/guardian-i/events/ultimate-singles/brackets/600906/997204
"," Gomakenpi ",5,"Mario"
"15444",985,2019-06-17,"985-1","Massilia Spring Smash ",NA," Vitch ",4,"Mario"
"15528",991,2019-06-23,"991-1","Smashadelphia 2019 ","https://smash.gg/tournament/smashad...vents/ultimate-singles/brackets/587341/978574
"," SAUCE ",4,"Mario"
"15585",1001,2019-06-27,"1001-1","Ignition #188 ","https://urt.challonge.com/ignition188 
"," Super Dan ",3,"Mario"
"15597",1002,2019-06-28,"1002-1","Smash Ultimate CEO Weekly ","https://smash.gg/tournament/smash-ultimate-ceo-weekly/events/smash-ultimate-ceo-weekly/standings
"," Prodigy ",7,"Mario"
"15644",1009,2019-06-30,"1009-1","GameWorks Showdown Grand Finals ","https://smash.gg/tournament/gamewor...last-chance/brackets/613263/1013693/standings
"," GO | NoTag ",7,"Mario"
"15652",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Ally ",3,"Mario"
"15665",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Prodigy ",3,"Mario"
"15696",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Dark Wizzy ",3,"Mario"
"15703",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," ANTi ",9,"Mario"
"15712",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Zenyou ",9,"Mario"
"15741",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," GENV ",5,"Mario"
"15759",1012,2019-06-30,"1012-1",NA,NA,"	Minty	",7,"Mario"
"15805",1012,2019-06-30,"1012-1",NA,NA,"	Mars WonderBoy	 ",9,"Mario"
"15869",1016,2019-07-04,"1016-1","Ignition #189 ","https://urt.challonge.com/ignition189
"," Super Dan ",2,"Mario"
"15966",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Shido ",3,"Mario"
"15969",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Vitch ",9,"Mario"
"15974",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Yatta ",9,"Mario"
"15994",1022,2019-07-08,"1022-1","The Pinnacle 2019 ",NA," Duwang ",9,"Mario"
"16023",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," Ron ",3,"Mario"
"16026",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," Rizeasu ",5,"Mario"
"16082",1031,2019-07-14,"1031-2",NA,"https://www.twitch.tv/videos/452279819https://smash.gg/tournament/class-change-archer/events/singles/standings
"," Fritos ",5,"Mario"
"16101",1033,2019-07-15,"1033-1","Low Tier City 7 ","https://smash.gg/tournament/low-tier-city-7/events/smash-bros-ultimate-1v1/standings
"," Stroder ",7,"Mario"
"16158",1035,2019-07-15,"1035-1","Aurora Blitz 2 ","https://smash.gg/tournament/aurora-blitz-2/events/ultimate-doubles/standings
"," Dark Wizzy ",2,"Mario"
"16164",1035,2019-07-15,"1035-1","Aurora Blitz 2 ","https://smash.gg/tournament/aurora-blitz-2/events/ultimate-doubles/standings
"," Gomakenpi ",7,"Mario"
"16200",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," Krustol ",3,"Mario"
"16206",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," SDS ",3,"Mario"
"16209",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," LBA ",3,"Mario"
"16237",1042,2019-07-17,"1042-1","Kurobra 17 ","https://smash.gg/tournament/17/events/super-smash-bros-ultimate-singles/standings
"," huto ",3,"Mario"
"16267",1046,2019-07-21,"1046-1","Defend the North 2019 ","https://smash.gg/tournament/defend-the-north-2019/events/super-smash-bros-ultimate/standings
"," ANTi ",3,"Mario"
"16288",1047,2019-07-21,"1047-1","Paradigm Shift ","https://smash.gg/tournament/paradig...esort/events/smash-ultimate-singles/standings
"," Dark Wizzy ",2,"Mario"
"16293",1047,2019-07-21,"1047-1","Paradigm Shift ","https://smash.gg/tournament/paradig...esort/events/smash-ultimate-singles/standings
"," Gomakenpi ",7,"Mario"
"16382",1059,2019-07-25,"1059-1","Ultimate Shockwave #33 ","https://smash.gg/tournament/ultimate-shockwave-33/events/ultimate-singles 
"," Kosoku ",5,"Mario"
"16537",1070,2019-08-02,"1070-1","Game Nest Smash it Up #34 ","https://vegassmash.challonge.com/de/SIU_34
"," Stronghold ",7,"Mario"
"16596",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Stroder ",5,"Mario"
"16604",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Zenyou ",3,"Mario"
"16608",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," MastaMario ",3,"Mario"
"16620",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Prodigy ",9,"Mario"
"16638",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Dark Wizzy ",5,"Mario"
"16654",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," ANTi ",5,"Mario"
"16656",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," huto ",5,"Mario"
"16659",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Stronghold ",5,"Mario"
"16676",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Duwang ",7,"Mario"
"16705",1077,2019-08-07,"1077-1","The Blastzone 08/06/19 ","https://vegassmash.challonge.com/de/tbz080619
"," Duwang ",3,"Mario"
"16707",1078,2019-08-07,"1078-1","Mega Smash Mondays 201 ","https://smash.gg/tournament/mega-smash-mondays-201/events/ultimate-singles/overview
"," MastaMario ",1,"Mario"
"16791",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Lui$ ",7,"Mario"
"16805",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Dark Wizzy ",7,"Mario"
"16820",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," ANTi ",3,"Mario"
"16826",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," ChillyChilli ",3,"Mario"
"16887",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Duwang ",7,"Mario"
"16923",1090,2019-08-12,"1090-1","Sumabato SP 7 ","https://challonge.com/sumabatoSP7T
"," Tatsutsuyo ",9,"Mario"
"17018",1103,2019-08-17,"1103-1","Hirosuma #14 ",NA," Rizeasu ",1,"Mario"
"17037",1104,2019-08-18,"1104-2","HST SP 4 ","https://twitter.com/juddy_96/status/1163024986929545216
"," Nao ",1,"Mario"
"17053",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Stroder ",1,"Mario"
"17058",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Fizz Khalifa ",5,"Mario"
"17125",1113,2019-08-25,"1113-1","EGS Cup #2 ",NA," Huto ",3,"Mario"
"17152",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Dark Wizzy ",5,"Mario"
"17160",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Stroder ",3,"Mario"
"17172",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Lui$ ",5,"Mario"
"17183",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Duwang ",3,"Mario"
"17211",1116,2019-08-26,"1116-1","Extra Angle III ",NA," SpamCop ",3,"Mario"
"17243",1123,2019-08-31,"1123-1","Throwdown Thursday 77 ","https://challonge.com/thth77/standings 
"," Monty ",2,"Mario"
"17307",1131,2019-09-01,"1131-1","Standoff 2019 ","https://smash.gg/tournament/standoff-2019-1/events/ultimate-singles/brackets/647121/1062436
"," Stroder ",5,"Mario"
"17333",1132,2019-09-02,"1132-1","Switchfest 2019 ","https://smash.gg/tournament/2gg-switchfest-2019/events/ultimate-singles/brackets/624334/1031289
"," MastaMario ",3,"Mario"
"17352",1135,2019-09-02,"1135-1","Roadside Smash Ultimate Singles 39 ","https://challonge.com/rsu39
"," (",3,"Mario"
"17359",1136,2019-09-03,"1136-1","Mega Smash Mondays 205 ","https://smash.gg/tournament/mega-smash-mondays-205/events/ultimate-singles/brackets/648309/1064071
"," Mazer | Cyro ",5,"Mario"
"17369",1138,2019-09-07,"1138-1","Orbitar 76 ","https://smash.gg/tournament/orbitar-76/events/ultimate-singles/standings
"," Duwang  ",7,"Mario"
"17442",1143,2019-09-08,"1143-1","Dreamhack Montreal 2019 ","https://smash.gg/tournament/dreamhack-montreal-2019/events/super-smash-bros-ultimate/standings
"," Aerious ",5,"Mario"
"17459",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Stroder ",5,"Mario"
"17461",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Prodigy ",7,"Mario"
"17476",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Dark Wizzy ",7,"Mario"
"17484",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Duwang ",5,"Mario"
"17488",1148,2019-09-09,"1148-1","Complete in Box Ultimate 2 ","https://challonge.com/cibsmashsingles2019 
"," Johnny Dude ",2,"Mario"
"17497",1151,2019-09-09,"1151-1","Who's your pappy 16 ",NA," Teb ",7,"Mario"
"17507",1157,2019-09-12,"1157-1","Weds Night Fights X Orange County 2019 Summer Season 3.6 ","https://smash.gg/tournament/weds-night-fights-x-orange-county-2019-summer-season-3-5/events
"," MastaMario ",2,"Mario"
"17561",1163,2019-09-14,"1163-1",NA,"https://smash.gg/tournament/the-grind-fridays-92/events/smash-ultimate-singles/overview
"," Lui$ ",1,"Mario"
"17571",1164,2019-09-15,"1164-1","Revenge of the 6ix September ",NA," Blacktwins ",3,"Mario"
"17588",1165,2019-09-15,"1165-1","Sumabato SP 8 ","https://challonge.com/de/SumabatoSP8T
"," Tatsutsuyo ",9,"Mario"
"17599",1165,2019-09-15,"1165-1","Sumabato SP 8 ","https://challonge.com/de/SumabatoSP8T
"," Ron ",7,"Mario"
"17616",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Dark Wizzy ",7,"Mario"
"17632",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Lui$ ",7,"Mario"
"17652",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," SAUCE ",3,"Mario"
"17685",1170,2019-09-19,"1170-1","https://urt.challonge.com/ignition200Ignition #200 Special ","https://urt.challonge.com/ignition200Ignition "," Super Dan ",5,"Mario"
"17688",1170,2019-09-19,"1170-2","7th: AnimalKingdom https://challonge.com/masssmash12Mass Smash #12 ","https://challonge.com/masssmash12Mass "," Super Dan ",1,"Mario"
"17774",1177,2019-09-23,"1177-1","Mainstage 2019 ",NA," Prodigy ",9,"Mario"
"17775",1177,2019-09-23,"1177-1","Mainstage 2019 ",NA," Stroder ",9,"Mario"
"17887",1185,2019-09-28,"1185-1","Retro Rumble 2019 ","https://smash.gg/tournament/retro-rumble-2019-2/events/super-smash-bros-ultimate-singles/standings
"," Don ",3,"Mario"
"17950",1190,2019-09-29,"1190-1","Super Smashed Fest ","https://smash.gg/tournament/super-smashed-fest/events/ssb-ultimate-singles-1/overview
"," Prodigy ",5,"Mario"
"17951",1190,2019-09-29,"1190-1","Super Smashed Fest ","https://smash.gg/tournament/super-smashed-fest/events/ssb-ultimate-singles-1/overview
"," Teb ",5,"Mario"
"17954",1190,2019-09-29,"1190-1","Super Smashed Fest ","https://smash.gg/tournament/super-smashed-fest/events/ssb-ultimate-singles-1/overview
"," Lui$ ",9,"Mario"
"17963",1191,2019-09-29,"1191-1","REV Major 2019 ",NA," XIFL ",2,"Mario"
"17968",1191,2019-09-29,"1191-1","REV Major 2019 ",NA," Polaroid ",7,"Mario"
"18022",1200,2019-10-02,"1200-1","Blink Fighting Fest 2019 ","https://smash.gg/tournament/blink-fighting-fest-2019/events/super-smash-bros-ultimate/overview
"," Papin ",9,"Mario"
"18047",1202,2019-10-04,"1202-1","Little Big House 5 ","https://smash.gg/tournament/little-big-house-5/events/ultimate-singles/overview
"," ChillyChilli ",9,"Mario"
"18050",1202,2019-10-04,"1202-1","Little Big House 5 ","https://smash.gg/tournament/little-big-house-5/events/ultimate-singles/overview
"," Gomankepi ",3,"Mario"
