"","entry_nr","entry_date","entry_id","tournament","url","player","placement","character"
"444738",315,2019-02-04,"315-1","Genesi6 ","https://smash.gg/tournament/genesis-6/events/smash-for-switch-singles/standings
","    Wadi    ",5,"R.O.B."
"444770",315,2019-02-04,"315-1","Genesi6 ","https://smash.gg/tournament/genesis-6/events/smash-for-switch-singles/standings
","    Btlc EZ    ",9,"R.O.B."
"444809",315,2019-02-04,"315-1","Genesi6 ","https://smash.gg/tournament/genesis-6/events/smash-for-switch-singles/standings
"," Focus ",7,"R.O.B."
"444856",316,2019-02-04,"316-1","Genesis 6 ",NA," 8BitMan ",7,"R.O.B."
"444868",316,2019-02-04,"316-1","Genesis 6 ",NA," WaDi ",5,"R.O.B."
"444889",316,2019-02-04,"316-1","Genesis 6 ",NA," Ez ",9,"R.O.B."
"444935",334,2019-02-08,"334-1",NA,"https://www.youtube.com/playlist?list=PL7AoCDOgJ8Z10VIGB7jwmPYXji78aptLu
"," Lada",5,"R.O.B."
"444981",341,2019-02-09,"341-1",NA,"https://smash.gg/tournament/salty-a...mate-singles/brackets/531722/903282/standings
"," Nin ",5,"R.O.B."
"444986",343,2019-02-10,"343-1","Heart of Battle ","https://smash.gg/tournament/heart-of-battle/events/ultimate-singles/brackets/510930/877254
"," WaDi ",3,"R.O.B."
"445006",343,2019-02-10,"343-1","Heart of Battle ","https://smash.gg/tournament/heart-of-battle/events/ultimate-singles/brackets/510930/877254
"," ",7,"R.O.B."
"445068",384,2019-02-14,"384-1","Ultimate Shockwave 10 ","https://smash.gg/tournament/ultimate-shockwave-10/events/ultimate-singles/brackets/535959/911608
"," Grayson",5,"R.O.B."
"445091",404,2019-02-17,"404-1","UBC Cup 2019 ",NA," Focus ",4,"R.O.B."
"445094",404,2019-02-17,"404-1","UBC Cup 2019 ",NA," Legit247 ",7,"R.O.B."
"445101",408,2019-02-17,"408-1","Overclocked Ultimate ","https://smash.gg/tournament/overclo...egional/events/singles/brackets/513225/880029
"," Raffi-X ",5,"R.O.B."
"445164",451,2019-02-20,"451-1","Smash Ultimate GU Weekly 2/19/19 ","https://challonge.com/ssbugu21919
"," DM ",5,"R.O.B."
"445182",471,2019-02-22,"471-1","North East Smash Arena 3 ",NA," Horus ",5,"R.O.B."
"445309",499,2019-02-24,"499-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," WaDi ",3,"R.O.B."
"445342",501,2019-02-25,"501-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," 8BitMan ",5,"R.O.B."
"445359",501,2019-02-25,"501-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," Raffi-x ",5,"R.O.B."
"445368",501,2019-02-25,"501-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," BooBear ",7,"R.O.B."
"445489",555,2019-03-04,"555-1","Phantom 2019 ",NA," Lumidyne ",9,"R.O.B."
"445591",599,2019-03-10,"599-1","Return to Subspace 2 ",NA," Raffi-X ",3,"R.O.B."
"445660",675,2019-03-16,"675-1","Mother of the Nation Festival ",NA," Prado ",3,"R.O.B."
"445672",685,2019-03-16,"685-1","HTS Ultimate ","https://smash.gg/tournament/hts-ultimate-2/events/ultimate-singles/brackets/531814/903398
"," fatihs bruder ",7,"R.O.B."
"445682",685,2019-03-16,"685-3","Smash À Lez Bi-Weekly #5 ","https://smash.gg/tournament/smash-a...smash-a-lez-biweekly-4/brackets/552277/931606
"," Cirdec ",5,"R.O.B."
"445692",686,2019-03-16,"686-1","Dual Smash #4 ","https://smash.gg/tournament/dual-smash-4/events/dual-smash-singles/brackets/553661/933274/standings
"," Orfen ",4,"R.O.B."
"445700",688,2019-03-17,"688-1","Ascension III ",NA," JeAl8a ",7,"R.O.B."
"445716",690,2019-03-17,"690-1","LAN King Smash Royale III ","https://smash.gg/tournament/lan-king-smash-royale-iii/events/ultimate-singles/brackets/558896/940143
"," Lada",7,"R.O.B."
"445718",695,2019-03-17,"695-1","Uni Smash 2 ","https://smash.gg/tournament/unismash-2/events/ultimate-singles/standings
"," Snormanda ",2,"R.O.B."
"445766",700,2019-03-18,"700-1","Esports Arena Smash Ultimate Tournament ","https://smash.gg/tournament/esports...ressive/events/singles/brackets/558899/940146
"," Virus ",9,"R.O.B."
"445797",720,2019-03-21,"720-1","Xeno 153 ","https://smash.gg/tournament/xeno153/events/ultimate-singles/brackets/561028/943154
"," Ho3k | Dill",5,"R.O.B."
"445801",721,2019-03-21,"721-1","Smash Ultimate @ Button 2019 ",NA," Alex ",1,"R.O.B."
"445832",724,2019-03-23,"724-3","The Prowling Grounds #5 ","https://smash.gg/tournament/the-prowling-grounds-40-1/events/ultimate-singles/standings
"," Cyrus Ember ",4,"R.O.B."
"445849",726,2019-03-23,"726-1","Friday Night Fights at Balance Patch ","https://challonge.com/ikhshi1e
"," Raffi-X ",1,"R.O.B."
"445862",731,2019-03-24,"731-1","Uprising 2019 ",NA," Lada ",5,"R.O.B."
"445890",738,2019-03-24,"738-1","Full Bloom 5 ","https://smash.gg/tournament/full-bloom-5/events/ultimate-singles/brackets/538711/915067
"," Birzes ",7,"R.O.B."
"445893",738,2019-03-24,"738-1","Full Bloom 5 ","https://smash.gg/tournament/full-bloom-5/events/ultimate-singles/brackets/538711/915067
"," Jaaahsh ",5,"R.O.B."
"445953",780,2019-03-30,"780-1","The Grind Fridays #70 ","https://smash.gg/tournament/the-grind-fridays-70/events/smash-ultimate-singles/overview
"," Lost1ntime ",5,"R.O.B."
"445974",784,2019-03-31,"784-1","Super Bit Wars 7 ","https://smash.gg/tournament/super-bit-wars-7/events/super-smash-bros-ultimate/standings
"," KingK ",3,"R.O.B."
"445980",786,2019-03-31,"786-2",NA,"https://vt.challonge.com/a1arrc36
"," Retrobot ",3,"R.O.B."
"446013",786,2019-03-31,"786-4",NA,"https://smash.gg/tournament/tech-chase-ultimate/events/ultimate-singles/bracketshttps://twitter.com/PK_Pauleke/status/1112485574584266753
"," naut ",9,"R.O.B."
"446029",787,2019-03-31,"787-1","Shulla-bra SP 2 ","https://challonge.com/ShullabraSP2T
"," OCEAN ",3,"R.O.B."
"446033",788,2019-03-31,"788-1","Open Puertas de Alicante ","https://smash.gg/tournament/open-puerto-de-alicante/events/sabado-open-puertas-de-alicante/standings 
"," Robo~Luigi ",1,"R.O.B."
"446059",790,2019-04-01,"790-1","Battle of BC 3 ",NA," Legit247 ",3,"R.O.B."
"446063",790,2019-04-01,"790-1","Battle of BC 3 ",NA," Focus ",7,"R.O.B."
"446064",790,2019-04-01,"790-1","Battle of BC 3 ",NA," Machu ",7,"R.O.B."
"446110",807,2019-04-07,"807-1","Suplex City Smash ","https://smash.gg/tournament/suplex-city-smash/events/ultimate-singles/standings
"," Raffi-X ",3,"R.O.B."
"446139",814,2019-04-07,"814-1","Kawaii Kon 2019 ","https://smash.gg/tournament/kawaii-...gles-kkon19-main-event/brackets/550042/928754
"," The Chancellor ",3,"R.O.B."
"446145",816,2019-04-08,"816-1","Weekly Smash Party #32 ","https://smash.gg/tournament/weekly-...-1on1-ultimate-singles/brackets/568230/953181
"," GW | Zackray ",1,"R.O.B."
"446168",817,2019-04-08,"817-2","Wavedashers 4 ","https://smash.gg/tournament/wavedashers-4/events/ultimate-singles/brackets/568752/953866/standings
"," Pangolin ",7,"R.O.B."
"446206",821,2019-04-13,"821-1","Umebura SP 3 ","https://smash.gg/tournament/sp3-umebura-sp3/events/umebura-sp-singles/overview 
"," Somo ",7,"R.O.B."
"446256",823,2019-04-14,"823-1","Sumabato SP 3 ","https://challonge.com/SumabatoSP3T
"," Phisakura ",7,"R.O.B."
"446291",824,2019-04-14,"824-1","2GG: Prime Saga ","https://smash.gg/tournament/2gg-prime-saga-1/events/ultimate-singles/brackets/495899/859565
"," WaDi ",5,"R.O.B."
"446338",824,2019-04-14,"824-1","2GG: Prime Saga ","https://smash.gg/tournament/2gg-prime-saga-1/events/ultimate-singles/brackets/495899/859565
"," Ez ",5,"R.O.B."
"446368",831,2019-04-16,"831-1","Smash Norte ","https://smash.gg/tournament/smash-norte-1/events/ultimate-singles/overview
","  Genialo ",7,"R.O.B."
"446371",832,2019-04-16,"832-1","Mega Smash Mondays 185 ","https://smash.gg/tournament/mega-smash-mondays-185/events/ultimate-singles/brackets/556897/937645
"," zackray ",3,"R.O.B."
"446378",832,2019-04-16,"832-1","Mega Smash Mondays 185 ","https://smash.gg/tournament/mega-smash-mondays-185/events/ultimate-singles/brackets/556897/937645
"," WaDi ",9,"R.O.B."
"446396",836,2019-04-19,"836-1","Smash ultimate israel - hype #3 18/4/19 ","https://smash.gg/tournament/smash-ultimate-israel-at-hype-3/events/ultimate-singles/standings
"," Moshy45 ",7,"R.O.B."
"446464",842,2019-04-22,"842-1","Pound 2019 ","https://smash.gg/tournament/pound-2019/events/ultimate-singles/brackets/571619/957801
"," Mj ",5,"R.O.B."
"446508",844,2019-04-22,"844-1","Ragnarok ",NA," BigBoss ",7,"R.O.B."
"446510",844,2019-04-22,"844-1","Ragnarok ",NA," Genialo ",9,"R.O.B."
"446526",846,2019-04-22,"846-1","UltiMelt #12 ",NA," Olivia ",2,"R.O.B."
"446529",847,2019-04-23,"847-1","Vista Tech Those #64 ","https://gooshi.challonge.com/vtt64/standings 
"," Zagoo ",1,"R.O.B."
"446567",857,2019-04-28,"857-1","Icarus V ","https://smash.gg/tournament/icarus-v/events/singles/standings
"," Sim-Max ",9,"R.O.B."
"446591",858,2019-04-28,"858-1",NA,"https://smash.gg/tournament/regen-2019/events/ultimate-singles/brackets/457703/813437/standings 
"," Mr. Spuddles ",7,"R.O.B."
"446610",859,2019-04-28,"859-1","/27/18) ","https://smash.gg/tournament/ncs-min...nts/colorado-smashdown/brackets/581902/971254
"," JFK ",7,"R.O.B."
"446636",861,2019-04-29,"861-1","Come to Papa 3 ","https://smash.gg/tournament/come-to-papa-3/events/smash-ultimate-singles/standings
"," 8BitMan ",9,"R.O.B."
"446640",861,2019-04-29,"861-1","Come to Papa 3 ","https://smash.gg/tournament/come-to-papa-3/events/smash-ultimate-singles/standings
"," Epic_Gabriel ",3,"R.O.B."
"446661",862,2019-04-29,"862-1","Come to Papa 3 ","https://smash.gg/tournament/come-to-papa-3/events/smash-ultimate-singles/brackets/555418/935744
"," 8BitMan ",9,"R.O.B."
"446665",862,2019-04-29,"862-1","Come to Papa 3 ","https://smash.gg/tournament/come-to-papa-3/events/smash-ultimate-singles/brackets/555418/935744
"," Epic_Gabriel ",3,"R.O.B."
"446742",871,2019-05-02,"871-1",NA,"https://smash.gg/tournament/japanmajor2019-umebura-japanmajor2019-1/events/singles/overviewhttps://twitter.com/juddy_96/status/1123867246122733570
"," OCEAN ",7,"R.O.B."
"446752",871,2019-05-02,"871-1",NA,"https://smash.gg/tournament/japanmajor2019-umebura-japanmajor2019-1/events/singles/overviewhttps://twitter.com/juddy_96/status/1123867246122733570
"," Somo ",5,"R.O.B."
"446860",880,2019-05-05,"880-1","Midwest Arena ",NA," 8BitMan ",2,"R.O.B."
"446875",880,2019-05-05,"880-2","Tamihi Room ",NA," Focus ",1,"R.O.B."
"446880",881,2019-05-05,"881-1","Ultimania ","https://smash.gg/tournament/ultimania/events/ultimate-singles/standings
"," Raffi-X ",2,"R.O.B."
"446882",881,2019-05-05,"881-1","Ultimania ","https://smash.gg/tournament/ultimania/events/ultimate-singles/standings
"," Dill ",4,"R.O.B."
"446904",884,2019-05-06,"884-1","Thunder Smash: Winner Takes All ","https://smash.gg/tournament/thunder...-000-prize-pool-20k-1/events/singles/overview
"," WaDi ",4,"R.O.B."
"446922",885,2019-05-06,"885-1","EGS Cup ","https://smash.gg/tournament/egs-cup/events/special-1on1-ultimate-singles/brackets/577206/965468
"," zackray ",5,"R.O.B."
"446937",887,2019-05-07,"887-1","Vista Tech Those #66 ","https://gooshi.challonge.com/vtt66/standings 
"," Zagoo ",5,"R.O.B."
"446984",891,2019-05-11,"891-3","Wavedash Ultimate 4 ","https://smash.gg/tournament/wavesmash-ultimate-4/events/singles/brackets/559655/941228
"," Jezo ",2,"R.O.B."
"447019",892,2019-05-11,"892-3","Gaam Gladiators Esports Championship ","https://smash.gg/tournament/gaam-gl...-bros-ultimate-singles/brackets/587075/978268
"," 8BitMan ",1,"R.O.B."
"447040",895,2019-05-12,"895-2","Festival of Learning ",NA," Focus ",2,"R.O.B."
"447056",896,2019-05-12,"896-2","Class Change Thief ","https://smash.gg/tournament/class-change-thief/events/singles/brackets/571476/957475
"," Past ",2,"R.O.B."
"447095",898,2019-05-12,"898-1","Smashpoint ","https://smash.gg/tournament/smashpoint/events/ultimate-singles/brackets/588689/980442
"," Grayson ",3,"R.O.B."
"447143",903,2019-05-14,"903-1","Vista Tech Those #67 ","https://gooshi.challonge.com/vtt67/standings 
"," BooBear ",1,"R.O.B."
"447193",909,2019-05-18,"909-1","Karisuma SP 2 ",NA," OCEAN ",3,"R.O.B."
"447277",916,2019-05-19,"916-1","Stunfest 2019 ","https://smash.gg/tournament/stunfes...bros-ultimate-stunfest/brackets/590916/983316
"," Nin' ",3,"R.O.B."
"447320",917,2019-05-19,"917-1","Get On My Level 2019 ","https://smash.gg/tournament/get-on-...ts/smash-bros-ultimate/brackets/574629/962054
"," Pokecheese ",5,"R.O.B."
"447356",917,2019-05-19,"917-1","Get On My Level 2019 ","https://smash.gg/tournament/get-on-...ts/smash-bros-ultimate/brackets/574629/962054
"," Jams ",9,"R.O.B."
"447361",920,2019-05-20,"920-1","GoTE 4TheKids 2019 ","https://smash.gg/tournament/gote-4t...smash-ultimate-singles/brackets/591026/983662
"," 8BitMan ",4,"R.O.B."
"447364",920,2019-05-20,"920-1","GoTE 4TheKids 2019 ","https://smash.gg/tournament/gote-4t...smash-ultimate-singles/brackets/591026/983662
"," Epic_Gabriel ",7,"R.O.B."
"447407",927,2019-05-25,"927-1","Kamisuma #1 ",NA," OCEAN ",2,"R.O.B."
"447450",931,2019-05-26,"931-1","Oulunkylän Offstage 7 ",NA," Kaura ",2,"R.O.B."
"447467",932,2019-05-26,"932-1","Sumabato SP 4 ","https://challonge.com/SumabatoSP4T
"," Tamiflu ",3,"R.O.B."
"447468",932,2019-05-26,"932-1","Sumabato SP 4 ","https://challonge.com/SumabatoSP4T
"," OCEAN ",3,"R.O.B."
"447494",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," WaDi ",9,"R.O.B."
"447549",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," Benny&amp;TheJets ",9,"R.O.B."
"447557",933,2019-05-26,"933-2","Combo Breaker 2019 ","https://smash.gg/tournament/combo-b...-bros-ultimate-singles/brackets/591937/985195
"," Dill ",7,"R.O.B."
"447605",940,2019-05-29,"940-2","WANTED S2 C8 ","https://smash.gg/tournament/wanted-...vasion-de-la-team/events/single-1vs1/overview
"," Nin' ",5,"R.O.B."
"447638",942,2019-05-31,"942-1","Xeno 163 ","https://smash.gg/tournament/xeno163/events/ultimate-singles/standings 
"," Dill ",5,"R.O.B."
"447684",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," 8BitMan ",5,"R.O.B."
"447686",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Raffi-X ",5,"R.O.B."
"447738",945,2019-06-02,"945-1","DreamHack Dallas 2019 ","https://smash.gg/tournament/dreamha...er-smash-bros-ultimate/brackets/594342/988480
"," SaSSy ",7,"R.O.B."
"447748",945,2019-06-02,"945-1","DreamHack Dallas 2019 ","https://smash.gg/tournament/dreamha...er-smash-bros-ultimate/brackets/594342/988480
"," Grayson ",5,"R.O.B."
"447780",946,2019-06-02,"946-1","Smash 'N' Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/events/ultimate-singles/brackets/591012/983613
"," 8BitMan ",5,"R.O.B."
"447784",946,2019-06-02,"946-1","Smash 'N' Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/events/ultimate-singles/brackets/591012/983613
"," Raffi-X ",5,"R.O.B."
"447825",948,2019-06-04,"948-1","Gwinnett Brawl June 2019 ","https://smash.gg/tournament/gwinnet...pokken/events/smash-ultimate-singles/overview
"," Benny&amp;TheJets ",3,"R.O.B."
"447910",957,2019-06-09,"957-1","Crown ","https://smash.gg/tournament/crown/events/ultimate-singles/standings
"," Dragoomba ",7,"R.O.B."
"447917",957,2019-06-09,"957-1","Crown ","https://smash.gg/tournament/crown/events/ultimate-singles/standings
"," Lada ",3,"R.O.B."
"447959",963,2019-06-10,"963-1","Kurobra 16 ",NA," Kenkenpa ",7,"R.O.B."
"447976",966,2019-06-10,"966-2","Nintendo Fest 7 ",NA," Focus ",3,"R.O.B."
"448024",975,2019-06-14,"975-1","TNFUltimate S2W11 ","https://challonge.com/TNFUS2W11
"," Raffi-X ",3,"R.O.B."
"448061",978,2019-06-16,"978-1","Just Roll With It 11 ","https://smash.gg/tournament/just-roll-with-it-11/events/singles/standings
"," Benny&amp;TheJets ",3,"R.O.B."
"448073",978,2019-06-16,"978-2","End of the Line 7 ","https://smash.gg/tournament/end-of-the-line-7/events/ultimate-singles/standings
"," Grayson ",9,"R.O.B."
"448077",978,2019-06-16,"978-2","End of the Line 7 ","https://smash.gg/tournament/end-of-the-line-7/events/ultimate-singles/standings
"," KingK ",3,"R.O.B."
"448083",979,2019-06-16,"979-1","Heroes vs Villains 2019 ",NA," Focus ",5,"R.O.B."
"448091",979,2019-06-16,"979-1","Heroes vs Villains 2019 ",NA," Machu ",3,"R.O.B."
"448105",980,2019-06-16,"980-1","SMASH at The Paramount ","https://smash.gg/tournament/smash-a...s/super-smash-bros-ultimate-singles/standings
"," Dill ",9,"R.O.B."
"448119",981,2019-06-16,"981-1","Guardian I ","https://smash.gg/tournament/guardian-i/events/ultimate-singles/brackets/600906/997204
"," BooBear ",5,"R.O.B."
"448125",981,2019-06-16,"981-1","Guardian I ","https://smash.gg/tournament/guardian-i/events/ultimate-singles/brackets/600906/997204
"," Zagoo ",9,"R.O.B."
"448153",982,2019-06-16,"982-2",NA,"https://smash.gg/tournament/wanted-...-vs-1-single/brackets/602635/999533/standings
"," SnF | Nin' ",9,"R.O.B."
"448163",983,2019-06-16,"983-1","2GG: Grand Tour - South Carolina ","https://smash.gg/tournament/2gg-grand-tour-south-carolina/events/ultimate-singles/standings
"," Benny&amp;TheJets ",9,"R.O.B."
"448192",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," Zackray ",3,"R.O.B."
"448205",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," Phisakura ",3,"R.O.B."
"448211",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," Meteo ",7,"R.O.B."
"448235",988,2019-06-23,"988-1","Second City Smash 3 ","https://smash.gg/tournament/second-city-smash-3/events/ultimate-singles/standings
"," Hydra ",3,"R.O.B."
"448242",990,2019-06-23,"990-1","2GG: Grand Tour - Ohio ","https://smash.gg/tournament/2gg-grand-tour-ohio/events/ultimate-singles/brackets/607418/1005791
"," 8BitMan ",1,"R.O.B."
"448258",991,2019-06-23,"991-1","Smashadelphia 2019 ","https://smash.gg/tournament/smashad...vents/ultimate-singles/brackets/587341/978574
"," Dill ",5,"R.O.B."
"448300",996,2019-06-24,"996-2","Lightning: The New Spark ",NA," Antireflex ",7,"R.O.B."
"448334",1003,2019-06-28,"1003-1","Hype smashing lounge #5 ","https://smash.gg/tournament/hype-smashing-lounge-5/details
"," Moshy45 ",7,"R.O.B."
"448357",1007,2019-06-29,"1007-1","A-Kon 2019 ","https://smash.gg/tournament/a-kon-2019-electronic-gaming-1/events/ultimate-singles/standings
"," KingK ",3,"R.O.B."
"448364",1008,2019-06-30,"1008-1","Smash @ Humber Final ",NA," Stas ",2,"R.O.B."
"448366",1008,2019-06-30,"1008-1","Smash @ Humber Final ",NA," Jams ",4,"R.O.B."
"448386",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," WaDi ",7,"R.O.B."
"448409",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Epic_Gabriel ",5,"R.O.B."
"448410",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," 8BitMan ",5,"R.O.B."
"448434",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Benny&amp;TheJets ",9,"R.O.B."
"448546",1012,2019-06-30,"1012-1",NA,NA,"	Jaaahsh	",9,"R.O.B."
"448630",1018,2019-07-06,"1018-1","AON Smash Ultimate #030 ","https://smash.gg/tournament/aon-smash-ultimate-030/events/smash-ultimate-singles/standings?page=1 
"," Ag ",9,"R.O.B."
"448643",1020,2019-07-07,"1020-1","Big Win Championship 2 ","https://smash.gg/tournament/bigwinchampionship-2/events/ultimate-singles/standings
"," LoneZen ",9,"R.O.B."
"448664",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," LoNg0uw ",3,"R.O.B."
"448718",1022,2019-07-08,"1022-1","The Pinnacle 2019 ",NA," Focus ",5,"R.O.B."
"448727",1022,2019-07-08,"1022-1","The Pinnacle 2019 ",NA," Legit247 ",3,"R.O.B."
"448741",1024,2019-07-12,"1024-1","Freaks Ultra #76  ","https://freaks.challonge.com/de/Freaksultra76 
"," HMO | Grayson ",1,"R.O.B."
"448743",1024,2019-07-12,"1024-1","Freaks Ultra #76  ","https://freaks.challonge.com/de/Freaksultra76 
"," AMG | 8BitMan ",3,"R.O.B."
"448745",1024,2019-07-12,"1024-1","Freaks Ultra #76  ","https://freaks.challonge.com/de/Freaksultra76 
"," HMO | FF | KingK ",5,"R.O.B."
"448770",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," OCEAN ",7,"R.O.B."
"448834",1033,2019-07-15,"1033-1","Low Tier City 7 ","https://smash.gg/tournament/low-tier-city-7/events/smash-bros-ultimate-1v1/standings
"," 8BitMan ",7,"R.O.B."
"448846",1033,2019-07-15,"1033-1","Low Tier City 7 ","https://smash.gg/tournament/low-tier-city-7/events/smash-bros-ultimate-1v1/standings
"," Grayson ",3,"R.O.B."
"448871",1033,2019-07-15,"1033-1","Low Tier City 7 ","https://smash.gg/tournament/low-tier-city-7/events/smash-bros-ultimate-1v1/standings
"," SaSSy ",9,"R.O.B."
"448879",1034,2019-07-15,"1034-1",NA,"https://smash.gg/tournament/smashing-sundays-lvlup-1/events/singles/standings 
"," Moshy45 ",2,"R.O.B."
"448894",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," KiraFlax ",1,"R.O.B."
"448908",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," 710 ",3,"R.O.B."
"448919",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," Kusa ",5,"R.O.B."
"448922",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," Ez ",5,"R.O.B."
"448968",1044,2019-07-19,"1044-1","Smashing Cinema City ","https://smash.gg/tournament/smashing-cinema-city/events/ultimate-singles/standings 
"," Moshy45 ",1,"R.O.B."
"449005",1046,2019-07-21,"1046-1","Defend the North 2019 ","https://smash.gg/tournament/defend-the-north-2019/events/super-smash-bros-ultimate/standings
"," Dill ",7,"R.O.B."
"449039",1051,2019-07-22,"1051-1","Churabura Ultimate ","https://braacket.com/tournament/ChuraburaUltimate/match
"," Yone ",2,"R.O.B."
"449045",1051,2019-07-22,"1051-1","Churabura Ultimate ","https://braacket.com/tournament/ChuraburaUltimate/match
"," Tetsuwan ",7,"R.O.B."
"449062",1055,2019-07-23,"1055-1","Scetch's Annual Invitational ","https://www.youtube.com/watch?v=Sq_4Xz7bEr0 
"," Heyfishboi",1,"R.O.B."
"449075",1056,2019-07-24,"1056-1","Off The Rails - Fly Society x Six Flags ","https://smash.gg/tournament/off-the...lags/events/smash-brothers-ultimate/standings
"," 8BitMan ",7,"R.O.B."
"449110",1059,2019-07-25,"1059-1","Ultimate Shockwave #33 ","https://smash.gg/tournament/ultimate-shockwave-33/events/ultimate-singles 
"," KingK ",5,"R.O.B."
"449116",1060,2019-07-26,"1060-1","Hype smashing lounge #6 ","https://smash.gg/tournament/hype-smashing-lounge-6/events/ultimate-singles/overview 
"," Moshy45 ",3,"R.O.B."
"449210",1067,2019-07-29,"1067-1","Smash Factor 8 ","https://smash.gg/tournament/smash-factor-8/events/ultimate-singles/brackets/613055/1013438
"," CK ",7,"R.O.B."
"449214",1067,2019-07-29,"1067-1","Smash Factor 8 ","https://smash.gg/tournament/smash-factor-8/events/ultimate-singles/brackets/613055/1013438
"," Genialo ",5,"R.O.B."
"449218",1067,2019-07-29,"1067-1","Smash Factor 8 ","https://smash.gg/tournament/smash-factor-8/events/ultimate-singles/brackets/613055/1013438
"," BigBoss ",5,"R.O.B."
"449225",1067,2019-07-29,"1067-1","Smash Factor 8 ","https://smash.gg/tournament/smash-factor-8/events/ultimate-singles/brackets/613055/1013438
"," Laloba ",3,"R.O.B."
"449260",1070,2019-08-02,"1070-1","Game Nest Smash it Up #34 ","https://vegassmash.challonge.com/de/SIU_34
"," JeAl8a",1,"R.O.B."
"449315",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," WaDi ",7,"R.O.B."
"449336",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Dragoomba ",3,"R.O.B."
"449365",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," 8BitMan ",5,"R.O.B."
"449438",1078,2019-08-07,"1078-1","Mega Smash Mondays 201 ","https://smash.gg/tournament/mega-smash-mondays-201/events/ultimate-singles/overview
"," KiraFlax ",3,"R.O.B."
"449444",1080,2019-08-09,"1080-1","Ultimate at the Cave - SSC's Pre-Weekly ","https://smash.gg/tournament/ultimate-at-the-cave-ssc-s-pre-weekly/events/ultimate-singles/standings
"," WaDi ",1,"R.O.B."
"449446",1080,2019-08-09,"1080-1","Ultimate at the Cave - SSC's Pre-Weekly ","https://smash.gg/tournament/ultimate-at-the-cave-ssc-s-pre-weekly/events/ultimate-singles/standings
"," MJ ",3,"R.O.B."
"449455",1083,2019-08-10,"1083-1","Shulla-bra SP 5 ","https://challonge.com/ShullabraSP5T
"," Yone  ",4,"R.O.B."
"449489",1085,2019-08-10,"1085-1","Koneistamo 20 ","https://smash.gg/tournament/koneistamo-20/events/ultimate-singles/standings
"," Kaura ",5,"R.O.B."
"449502",1087,2019-08-11,"1087-1","Sunny Side Up ","https://smash.gg/tournament/sunny-side-up/events/ultimate-singles/brackets/621088/1024158/standings
"," SebPro101 ",5,"R.O.B."
